"date","favorites","id","isRetweet","retweets","text"
"1470415288000","1","761603036108034048","False","7","I'm with YOU. I will work hard and never let you down. Make America Great Again!  https://t.co/wotYvx6Prz"
"1470410801000","269","761584216941309952","False","61","I am counting on your help to defeat Hillary Clinton and her cronies. Let's Make America Great Again! https://t.co/z3pzKBfP0U"
"1470402515000","21432","761549461893984256","False","7298","Hillary Clinton has bad judgment and is unfit to serve as President.\nhttps://t.co/3EzG620fpT"
"1470393567000","22340","761511930238496772","False","7061","The plane I saw on television was the hostage plane in Geneva, Switzerland, not the plane carrying $400 million in cash going to Iran!"
"1470382142000","0","761645207909568512","True","8833","RT @DRUDGE_REPORT: FORMER HOSTAGE SAYS PLANE WAITED UNTIL MONEY ARRIVED... https://t.co/Uo0MS6w9OQ"
"1470382138000","0","761645187986620416","True","5003","RT @DRUDGE_REPORT: 'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc"
"1470363562000","27162","761386080272875520","False","10423","President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P"
"1470363548000","30380","761386025323225088","False","10557","Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!"
"1470363498000","29016","761385812390977536","False","9996","President Obama should ask the DNC about how they rigged the election against Bernie."
"1470363380000","11237","761385317169496064","False","3435","See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp; Wisconsin! \n3pm- https://t.co/3Hcnzj0Slx\n7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo"
"1470350533000","14850","761331433810132992","False","4388","Thank you Portland, Maine! \n#MakeAmericaGreatAgain \nhttps://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw"
"1470338621000","28685","761281473492189184","False","8531","Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R"
"1470338160000","15944","761279538106097664","False","4779","Great meeting all of you. This group knocked on 50K doors &amp; counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca"
"1470323821000","15258","761219396635361280","False","4691","Looking forward to IA &amp; WI with Gov. Pence, tomorrow. Join us! #MAGA\nhttps://t.co/3Hcnzj0Slx\nhttps://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB"
"1470277672000","19306","761025834350018561","False","6045","Thank you Jacksonville, Florida!\n#MakeAmericaGreatAgain \nhttps://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs"
"1470265841000","16668","760976212068106240","False","4598","Thank you for your support of my candidacy! #MAGA #ImWithYou \nhttps://t.co/Al5bZlRFYk"
"1470262211000","28995","760960985524043777","False","8353","Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc"
"1470261427000","19346","760957697579708416","False","6057","THANK YOU Daytona Beach, Florida!\n#MakeAmericaGreatAgain https://t.co/IAcLfXe463"
"1470244829000","0","760888078605090821","True","2691","RT @mike_pence: Join me in Colorado, today! Look forward to seeing you!\n\nDenver- 2pm\nhttps://t.co/8VbvJYDa4F\n\nColorado Springs- 6pm\nhttps:/…"
"1470219807000","39300","760783130978648064","False","16120","Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!"
"1470215680000","40057","760765818917515264","False","10863","There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!"
"1470192660000","20378","760669268539301889","False","4422","Great day in Virginia. Crowd was fantastic!"
"1470174752000","22582","760594155835887616","False","4915","My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy"
"1470166696000","16927","760560366447370241","False","8833","Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp"
"1470164845000","76353","760552601356267520","False","29326","President Obama will go down as perhaps the worst president in the history of the United States!"
"1470164404000","0","760550754692263936","True","3958","RT @gatewaypundit: Democrat Fire Marshal Turns THOUSANDS of Trump Supporters Away at Columbus Rally https://t.co/TO8oE5cv8Z via @gatewaypun…"
"1470162471000","11999","760542646888652804","False","6945","#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs"
"1470161590000","22020","760538951581130754","False","10701","#CrookedHillary https://t.co/xe0I0EmxMa"
"1470160806000","8266","760535661699035136","False","2799","Join me in Florida tomorrow! \n#MakeAmericaGreatAgain \n\nDaytona | 3pm- \nhttps://t.co/jbOS2s4qGI\n\nJacksonville | 7pm- \nhttps://t.co/XSF1kp7R54"
"1470160039000","13415","760532443061420033","False","6010","STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7"
"1470157036000","14376","760519847461658624","False","4042","Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM"
"1470150675000","1459","760493168286511104","False","581","LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today! https://t.co/4LnzfKRsqZ"
"1470150626000","338","760492962157432832","False","127","LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today!  https://t.co/KpVEN635SH"
"1470150468000","1542","760492301424570368","False","507","LIMITED EDITION signed copies of my book ""The Art of the Deal"" for your donation of $184 or more.  Get YOURS today! https://t.co/NNOM5GANxD"
"1470133443000","41290","760420894271471620","False","21436","The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD"
"1470104562000","51865","760299757206208512","False","12551","Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb"
"1470103128000","20517","760293742381244416","False","5764","Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9"
"1470102037000","0","760289166324215808","True","6091","RT @DanScavino: .@realDonaldTrump stops by overflow room in Mechanicsburg, Pennsylvania- prior to main rally. #TrumpMovement #MAGA🇺🇸 https:…"
"1470101625000","22212","760287440435187712","False","6796","Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!"
"1470093911000","14575","760255085561597952","False","4815","Thanks to @pnehlen for your kind words, very much appreciated."
"1470092579000","9471","760249495754006528","False","3152","Join me in Florida on Wednesday! Daytona &amp; Jacksonville:\n\nDaytona | 3pm- https://t.co/rJjYUbwiLL\nJacksonville | 7pm- https://t.co/zfxeNbr1nq"
"1470092067000","16822","760247348673077248","False","8654","During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD"
"1470091959000","23203","760246898095775744","False","9600","When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?"
"1470091920000","21844","760246732152311808","False","8760","Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp; refuses to speak out against Radical Islam."
"1470091588000","19428","760245342231158785","False","10474","Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz"
"1470087777000","29632","760229355784138752","False","13205","Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z"
"1470084170000","14419","760214225830772737","False","3889","Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r"
"1470084027000","21294","760213628926779392","False","7319","Thank you Oklahoma &amp; Virginia! \n#MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV"
"1470077274000","23915","760185303483187201","False","7379","People believe CNN these days almost as little as they believe Hillary....that's really saying something!"
"1470077218000","18554","760185067054465024","False","6186","The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life."
"1470077122000","26607","760184664468418560","False","9066","Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?"
"1470077044000","25412","760184336603811842","False","10262","When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?"
"1470077005000","20756","760184176591208448","False","6327","CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs."
"1470076970000","22882","760184028293173248","False","7681","CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton."
"1470063170000","9814","760126146830794753","False","2992","Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw"
"1470062902000","15694","760125021280960512","False","6933","#CrookedHillary \nhttps://t.co/oHI6xrDJU0"
"1470056582000","17126","760098514319835136","False","5323","So with all of the Obama tough talk on Russia and the Ukraine, they have already taken Crimea and continue to push. That's what I said!"
"1470055832000","15421","760095370185674752","False","4820","When I said in an interview that Putin is ""not going into Ukraine, you can mark it down,"" I am saying if I am President. Already in Crimea!"
"1470050863000","28374","760074526059270144","False","9833","This story is not about Mr. Khan, who is all over the place doing interviews, but rather RADICAL ISLAMIC TERRORISM and the U.S. Get smart!"
"1470049851000","22686","760070280932982784","False","7060","Mr. Khan, who does not know me, viciously attacked me from the stage of the DNC and is now all over T.V. doing the same - Nice!"
"1470013035000","36758","759915863600304128","False","11489","Wow, it is unbelievable how distorted, one-sided and biased the media is against us. The failing @nytimes is a joke. @CNN is laughable!"
"1469997066000","28634","759848885900763141","False","11050","""@RealJamesWoods:  Without absolutely OWNING the liberal media, HillaryClinton wouldn't stand a chance. #VoterFraud and #MSM her only hope."""
"1469995740000","30839","759843323909668865","False","8036","The dishonest media is fawning over the Democratic Convention. I wonder why, then, my speech had millions of more viewers than Crooked H?"
"1469971975000","46106","759743648573435905","False","14961","I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!"
"1469969841000","36167","759734698415312897","False","12241","Captain Khan, killed 12 years ago, was a hero, but this is about RADICAL ISLAMIC TERROR and the weakness of our ""leaders"" to eradicate it!"
"1469943051000","1828","759622329680990208","False","779","We crushed the original goal! I will write a $2 MILLION check to our campaign if we hit our end-of-month goal!  https://t.co/n6W9Dm6FqY"
"1469935960000","34086","759592590106849280","False","9879","Nielson Media Research final numbers on ACCEPTANCE SPEECH: TRUMP  32.2 MILLION.  CLINTON 27.8 MILLION.  Thank you!"
"1469919607000","36908","759524001613918208","False","8763","Thank you to all of the television viewers that made my speech at the Republican National Convention #1 over Crooked Hillary and DEMS."
"1469917702000","26263","759516008272932864","False","8166","Can you imagine if I had the small crowds that Hillary is drawing today in Pennsylvania. It would be a major media event! @CNN @FoxNews"
"1469917480000","14999","759515080010719232","False","6064","NATO commander agrees members should pay up via @dcexaminer:\nhttps://t.co/VZLDFy707K"
"1469917138000","29893","759513644258525184","False","9307","Wow, NATO's top commander just announced that he agrees with me that alliance members must PAY THEIR BILLS. This is a general I will like!"
"1469916756000","22007","759512042906587137","False","7057","The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!"
"1469916254000","24548","759509936002957314","False","8115","Crooked's stop in Johnstown, Pennsylvania, where jobs have been absolutely decimated by dumb politicians, drew less than 200 - with Bill, VP"
"1469915748000","20926","759507812963737600","False","8343","#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql"
"1469915485000","22294","759506712516784128","False","6733","Word is that Crooked Hillary has very small and unenthusiastic crowds in Pennsylvania. Perhaps it is because her husband signed NAFTA?"
"1469908892000","27884","759479059046883328","False","9513","I turned down a meeting with Charles and David Koch. Much better for them to meet with the puppets of politics, they will do much better!"
"1469908526000","22705","759477522232901632","False","6600","Why doesn't the media want to report that on the two ""Big Thursdays"" when Crooked Hillary and I made our speeches - Republican's won ratings"
"1469903694000","18357","759457253925785604","False","8968","#CrookedHillary https://t.co/xyoPFJmByp"
"1469902027000","23077","759450265208651776","False","7584","Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!"
"1469901977000","24000","759450053379579905","False","7324","Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities."
"1469900732000","3357","759444833698062336","False","1766","I will write a $2 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k"
"1469896157000","18946","759425642723246084","False","4260","Just got back from Colorado. The love and enthusiasm at two rallies was incredible. Big crowds!"
"1469888396000","10353","759393092554424320","False","3207","While I am in OH &amp; PA - you can also join @Mike_Pence in Nevada on Mon!\n\nCarson City: https://t.co/28G3RVbFsn\n\nReno: https://t.co/4nLjRGyFYw"
"1469887554000","9277","759389559385952257","False","3058","Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! #MAGA\n\n3pm in OH: https://t.co/DDg0AUsqRq\n\n7pm in PA: https://t.co/VmSLBvL43l"
"1469885720000","23718","759381869267980288","False","8859","American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp"
"1469883468000","22843","759372422692954112","False","7438","We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not."
"1469883284000","20249","759371648764108801","False","6478","Hillary can never win over Bernie supporters. Her foreign wars, \nNAFTA/TPP support &amp; Wall Street ties are driving away millions of votes."
"1469883219000","16134","759371377002553344","False","3973","Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country."
"1469861981000","28663","759282300135809024","False","10144","""@patrioticpepe: @realDonaldTrump ONLY TRUMP CAN UNITE AMERICA AND FIX OBAMA'S MISTAKES!!! #Trump2016 https://t.co/yB72Bm2muM"""
"1469848977000","14768","759227755494072320","False","4235","Thank you Denver, Colorado! \n#MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW"
"1469847823000","32569","759222916387069952","False","12551","As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!"
"1469840503000","28814","759192213234393088","False","13623","#CrookedHillary Job Application https://t.co/CKXkAlGSiV"
"1469840277000","31838","759191265988653056","False","9808","Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp; insticts."
"1469838892000","25272","759185456818860032","False","7948","Thank you to the amazing law enforcement officers in Colorado!\n#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN"
"1469831129000","19313","759152897602916352","False","6154","Thank you Colorado Springs. Get out &amp; VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey"
"1469822643000","17878","759117301517996032","False","7056","""Only a Reagan or a Trump-like figure in the White House will achieve this goal."" https://t.co/6a7Ef12giZ"
"1469817025000","18369","759093740497764353","False","6139","Even Bill is tired of the lies, SAD! https://t.co/LPk1OkwH9P"
"1469815858000","8420","759088844683608064","False","2414","Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!\n\nColorado Springs: https://t.co/HgFW7IRtz9\n\nDenver: https://t.co/aE5P9jNcFC"
"1469814827000","33883","759084522705068032","False","16900","What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep"
"1469814232000","20224","759082026687352834","False","5351","I am watching Crooked Hillary speak. Same old stuff, our country needs change!"
"1469811836000","29031","759071976182861824","False","8155","Wow, my campaign is hearing from more and more Bernie supporters that they will NEVER support Crooked Hillary. She sold them out, V.P. pick!"
"1469811598000","21261","759070976181084160","False","10047","In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW"
"1469811390000","24086","759070106546638849","False","6483","The dishonest media didn't mention that Bernie Sanders was very angry looking during Crooked's speech. He wishes he didn't make that deal!"
"1469810062000","18293","759064533814038528","False","5160","Thank you! \n\nFacebook: https://t.co/nmlRJqzA7S\n\nInstagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg"
"1469801665000","44139","759029315006705664","False","13345","Crooked Hillary said that I ""couldn't handle the rough and tumble of a political campaign."" Really,I just beat 16 people and am beating her!"
"1469801198000","17653","759027356434518016","False","4859","If Michael Bloomberg ran again for Mayor of New York, he wouldn't get 10% of the vote - they would run him out of town!  #NeverHillary"
"1469800782000","23313","759025610249216000","False","6971","""Little"" Michael Bloomberg, who never had the guts to run for president, knows nothing about me. His last term as Mayor was a disaster!"
"1469800411000","17494","759024055123009536","False","5322","General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  #NeverHillary"
"1469799894000","27856","759021886055387136","False","7650","Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!"
"1469798844000","8625","759017481633542145","False","2504","Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU"
"1469798182000","18743","759014707277598720","False","6625","""@AnnCoulter: ""I believe in science"" Dem code for ""we're shutting down coal mines, steel plants and any other remaining manufacturing"""""
"1469797996000","8525","759013928315686917","False","3031","CAMPAIGN STATEMENT: \nhttps://t.co/RNW3ED2ifR"
"1469797987000","22704","759013889761697794","False","7514","Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!"
"1469796673000","25819","759008377577967616","False","7092","Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!"
"1469796010000","16795","759005597899436032","False","4738","The media coverage this morning of the very average Clinton speech and Convention is a joke. @CNN and the little watched @Morning_Joe = SAD!"
"1469764744000","40408","758874457142284288","False","13963","No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes."
"1469764626000","29779","758873961425805312","False","10433","Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world."
"1469764462000","35264","758873275044798464","False","13246","Hillary's vision is a borderless world where working people have no power, no jobs, no safety."
"1469764366000","35298","758872873234681860","False","12980","Hillary will never reform Wall Street. She is owned by Wall Street!"
"1469764259000","35007","758872422028148740","False","11789","Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words."
"1469764076000","42224","758871653547806724","False","15821","Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country."
"1469762303000","5691","758864221140455425","False","2687","I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal! https://t.co/fUTugI2R2k"
"1469759187000","23066","758851150175055874","False","6456","Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta"
"1469757866000","0","758845607578435584","False","6","I will once again write a $1 MILLION check to our campaign if we hit our million-dollar end-of-month goal!\n\n https://t.co/CgHp1CqPSp"
"1469747635000","45341","758802697763958784","False","24103","#CrookedHillary https://t.co/JeXFnO6e3s"
"1469742993000","398","758783228622671872","False","174","As President, I WILL fix this rigged system and only answer to YOU, the American people!  https://t.co/aE4cuEQBFQ\nhttps://t.co/hjYzQvwMaC"
"1469741892000","15668","758778607489708032","False","5122","""Dems warn not to underestimate Trump's potential win""\nhttps://t.co/X3xHtjhHpB"
"1469740112000","13996","758771144140820481","False","3473","Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic"
"1469739369000","24623","758768028595032064","False","8439","Median household income is down for the middle class since Obama took office. It will only go further down under Clinton."
"1469737919000","31421","758761945910669312","False","13240","A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees."
"1469737818000","8922","758761521317023744","False","2913","AMERICA'S FUTURE\nhttps://t.co/xymiA0Az7x"
"1469730966000","11625","758732782348623874","False","3617","Bernie caved! https://t.co/xtcOnA8cw1"
"1469730751000","13905","758731880183193601","False","5098","""@LallyRay: Poll: Donald Trump Sees 17-Point Positive Swing in Two Weeks - Breitbart https://t.co/bVAj52fA3Y @realdonaldtrump""  Great!"
"1469720936000","0","758690714268143616","True","2593","RT @mike_pence: Good morning! Join me in Lima, Ohio - tomorrow evening at 7pm. #MAGA\nTickets: https://t.co/sNfhyGeaAH"
"1469719806000","0","758685974637473793","True","12953","RT @piersmorgan: Trump makes a funny, obvious joke about Russia going after Hillary's emails &amp; U.S. media goes insane with fury.\nHe plays t…"
"1469718551000","39851","758680707979943937","False","12889","President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC"
"1469678423000","19902","758512401629192192","False","5372","""@trumplican2016: @realDonaldTrump @DavidWohl stay the course mr trump your message is resonating with the PEOPLE"""
"1469678207000","20219","758511494669664256","False","6437","""@DavidWohl: Barack is offended that @realDonaldTrump will demand that #NATO allies pay their fair share. #DemsInPhilly"""
"1469675435000","0","758681061786263552","True","7734","RT @DRUDGE_REPORT: Obama Refers to Himself 119 Times During Hillary Nominating Speech... https://t.co/TyJI2DuqEk"
"1469673733000","40563","758492727583576064","False","13198","Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair."
"1469673547000","52007","758491947409481728","False","16111","Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!"
"1469664091000","11571","758452289376022529","False","3089","Join me live in Toledo, Ohio!\n#MakeAmericaGreatAgain\nhttps://t.co/ruEvMGx4C9"
"1469656900000","29231","758422125254471680","False","15210","#CrookedHillary https://t.co/lwi9gqDEHE"
"1469656723000","15256","758421383063961604","False","4395","Thank you Pennsylvania!\n#MakeAmericaGreatAgain \nhttps://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw"
"1469653282000","4489","758406953081065472","False","1564","As President, I will bring jobs back and get wages up for Americans who need it most.   https://t.co/rSEcsjiNFb\nhttps://t.co/ybFOV3gh0l"
"1469646942000","37980","758380358874247168","False","13097","Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw"
"1469643794000","11334","758367154232320000","False","5366","""Trump right: Illegal families crossing border set to double, 51,152 so far""\nhttps://t.co/1noCe9W6Ru"
"1469639816000","30729","758350470402408449","False","11036","Great new poll - thank you!\n#MakeAmericaGreatAgain https://t.co/mXovx0TLPC"
"1469636162000","51601","758335147183788032","False","19658","If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!"
"1469635387000","10780","758331893809090560","False","3247","Join our next Vice President, @Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!\n\nMI: https://t.co/daR2xIhCEs\nWI: https://t.co/LKc7e4VZkB"
"1469624463000","69033","758286077400580096","False","23487","Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic"
"1469624240000","30171","758285141982711808","False","9025","Our not very bright Vice President, Joe Biden, just stated that I wanted to ""carpet bomb"" the enemy. Sorry Joe, that was Ted Cruz!"
"1469614115000","43881","758242674646323200","False","12758","Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!"
"1469613699000","32372","758240929564258305","False","10104","Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!"
"1469613055000","37217","758238226180083712","False","11883","The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!"
"1469612596000","20665","758236300554174465","False","5749","Funny how the failing @nytimes is pushing Dems narrative that Russia is working for me because Putin said ""Trump is a genius."" America 1st!"
"1469612032000","17784","758233935230959617","False","5353","As I have been saying, Crooked Hillary will approve the job killing TPP after the election, despite her statements to the contrary: top adv."
"1469588464000","17525","758135085820416000","False","7690","Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. \nhttps://t.co/eoNTWK6I8y"
"1469585507000","24881","758122684798607360","False","6422","Many of Bernie's supporters have left the arena. Did Bernie go home and go to sleep?"
"1469585330000","37913","758121939365982208","False","8030","I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!"
"1469584944000","32762","758120321845235712","False","8505","No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!"
"1469584305000","34817","758117640200187905","False","10472","You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly"
"1469576558000","12436","758085148164272128","False","5811","I'm with you! I will work hard and never let you down. Make America Great Again! https://t.co/CWfECeUSSq"
"1469576467000","2642","758084767174631425","False","1423","I'm with you! I will work hard and never let you down. Make America Great Again! https://t.co/LwxMIAn0kK"
"1469576059000","3432","758083054019588096","False","1543","I’m with you! I will work hard and never let you down. Make America Great Again! https://t.co/ajAJ13xQvr"
"1469573412000","30135","758071952498159616","False","9660","For the record, I have ZERO investments in Russia."
"1469573248000","27091","758071264128806912","False","8117","In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!"
"1469562488000","29214","758026136299397120","False","10779","Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS &amp; her refugee plans make it easier for them to come here."
"1469561278000","20311","758021060503756804","False","5397","Bernie's exhausted, he just wants to shut down and go home to bed!"
"1469561263000","30396","758020997383684096","False","9750","The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!"
"1469557248000","16696","758004154417553409","False","5013","Thank you New Hampshire! \n#MakeAmericaGreatAgain https://t.co/KRCdV77BQp"
"1469555620000","11611","757997327269306369","False","3520","Join us in Toledo, Ohio- tomorrow night at 8pm! #TrumpPence16 #MAGA\nTickets: https://t.co/ERNRrksikq https://t.co/zmGZauCnQF"
"1469555025000","11843","757994830110658560","False","3587","Join us tomorrow in Scranton, Pennsylvania at 3pm!\n#TrumpPence16 #MAGA \nTickets: https://t.co/4FTydj8s9U https://t.co/7zMKhhMmhp"
"1469536953000","25083","757919034755076096","False","6416","Pocahontas bombed last night! Sad to watch."
"1469536707000","53059","757918002339778560","False","15822","Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great"
"1469536459000","23849","757916962269704192","False","6244","Funny, if you listen to @FoxNews, the Democrats did not have a good day. If you listen to the other two, they are fawning. What a difference"
"1469503178000","53370","757777369272815617","False","17490","Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time."
"1469502777000","34257","757775689525309440","False","9174","Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!"
"1469502296000","54698","757773671545044992","False","18140","Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs."
"1469499269000","39090","757760973419712512","False","14228","If Cory Booker is the future of the Democratic Party, they have no future! I know more about Cory than he knows about himself."
"1469483834000","21198","757696233427312640","False","6580","I was at @FoxNews and met Juan Williams in passing.  He asked if he could have pictures taken with me. I said fine. He then trashes on air!"
"1469483154000","24180","757693383481626624","False","6906","Hard to believe that Bernie Sanders has done such a complete fold. He got NOTHING for all of the time, energy and money. The V.P. a joke!"
"1469482429000","35892","757690343181737984","False","11424","While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers."
"1469482379000","19412","757690132111777792","False","6752","Clinton betrayed Bernie voters. Kaine supports TPP, is in pocket of Wall Street, and backed Iraq War."
"1469481950000","21838","757688331597668353","False","6408","Thank you OHIO! #TrumpPence16\nhttps://t.co/NOF9Td9BHs https://t.co/WPMBkYjuIm"
"1469481868000","12951","757687988189065216","False","3440","Thank you Roanoke, Virginia- be back soon! #TrumpPence16\nhttps://t.co/rwxXhfFsn1 https://t.co/HwqI2iGPDu"
"1469473026000","24969","757650904896139264","False","8418","MAKE AMERICA SAFE AND GREAT AGAIN! #TrumpPence16\nhttps://t.co/4O4yjh7X4O https://t.co/cptBaZbV1v"
"1469465193000","26788","757618048664829952","False","10287","#MakeAmericaGreatAgain \nhttps://t.co/EXsoUOsEP4 https://t.co/3ji7a14GSw"
"1469455527000","28854","757577508346888192","False","8133","Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA"
